"","X","brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price","HighValueCar","engine_power_numeric"
"1612",1612,"GMC","Yukon SLT",2002,222600,"Gasoline","275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","Gray","Beige","None reported","Yes",4999,0,3.6624
"1613",1613,"Lamborghini","Urus Base",2021,9500,"Gasoline","641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",279900,1,3.6624
"1614",1614,"INFINITI","QX60 Base",2014,154247,"Gasoline","265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",12500,0,3.6624
"1615",1615,"Chevrolet","Silverado 2500 LTZ H/D Extended Cab",2008,128000,"Gasoline","353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Beige","Black","None reported","Yes",23500,0,3.6624
"1616",1616,"Maserati","GranTurismo Base",2008,70000,"Gasoline","405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel","A/T","Blue","Brown","At least 1 accident or damage reported","Yes",13000,0,3.6624
"1617",1617,"BMW","X6 M Base",2016,52375,"Gasoline","567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","At least 1 accident or damage reported","Yes",48600,0,3.6624
"1618",1618,"Chrysler","300 S",2016,100574,"Gasoline","300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",17500,0,3.6624
"1619",1619,"Chrysler","300 Base",2014,85000,"Gasoline","292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","–","At least 1 accident or damage reported","Yes",11250,0,3.6624
"1620",1620,"Acura","RDX w/A-Spec Package",2023,3959,"Gasoline","2.0 Liter DOHC Turbo","Automatic","White","Black","None reported","No",48998,0,2
"1621",1621,"Chevrolet","Corvette Stingray w/1LT",2021,10400,"Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",72900,1,3.6624
"1622",1622,"Chevrolet","Camaro 1SS",2019,19200,"Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Orange","Black","None reported","Yes",41500,0,3.6624
"1623",1623,"Mercedes-Benz","E-Class E 350 4MATIC",2013,81000,"Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Gray","Beige","At least 1 accident or damage reported","Yes",13000,0,3.6624
"1624",1624,"Ford","F-150 Raptor",2022,17451,"Gasoline","3.5L V6 24V PDI DOHC Twin Turbo","10-Speed Automatic","Oxford White","Rhapsody Blue","None reported","No",77900,1,3.5624
"1625",1625,"Nissan","Versa 1.8 S",2011,165000,"Gasoline","122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","A/T","Black","–","None reported","Yes",4000,0,3.6624
"1626",1626,"BMW","M3 CS",2024,124,"Gasoline","543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Green","Black","None reported","Yes",145000,1,3.6624
"1627",1627,"Hyundai","Accent GLS",2013,117500,"Gasoline","138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Gray","At least 1 accident or damage reported","Yes",6500,0,3.6624
"1628",1628,"Mercedes-Benz","S-Class S 450 4MATIC",2018,72500,"Gasoline","362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",60000,1,3.6624
"1629",1629,"Porsche","911 GT3",2023,265,"Gasoline","4.0L H6 24V GDI DOHC","6-Speed Manual","Black","Gray","None reported","Yes",279950,1,4.0624
"1630",1630,"Mercedes-Benz","AMG GT 63 S 4-Door",2020,21214,"Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","9-Speed Automatic","Obsidian Black Metallic","Black","None reported","No",117900,1,4.0832
"1631",1631,"Audi","Q5 3.0 TDI Premium Plus",2014,55564,"Diesel","240.0HP 3.0L V6 Cylinder Engine Diesel Fuel","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",22500,0,3.6624
"1632",1632,"Cadillac","LYRIQ Luxury",2023,1090,"Electric","500.0HP Electric Motor Electric Fuel System","A/T","Gray","Silver","None reported","Yes",68750,1,500
"1633",1633,"Volvo","XC60 T5 R-Design",2019,43500,"Gasoline","250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",30000,0,3.6624
"1634",1634,"Mercedes-Benz","AMG GT 53 Base",2019,35000,"Hybrid","429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",83000,1,3.6624
"1635",1635,"GMC","Yukon SLT",2017,92031,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","A/T","White","Beige","At least 1 accident or damage reported","Yes",30000,0,3.6624
"1636",1636,"Lexus","GS 350 Base",2016,128032,"Gasoline","311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",18000,0,3.6624
"1637",1637,"Jaguar","XF 25t Premium",2018,18800,"Gasoline","247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","White","None reported","Yes",26000,0,3.6624
"1638",1638,"BMW","M8 Gran Coupe Competition",2023,2900,"Gasoline","617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Green","Gray","None reported","Yes",117500,1,3.6624
"1639",1639,"Honda","Ridgeline Black Edition",2017,91600,"Gasoline","280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",26000,0,3.6624
"1640",1640,"Toyota","4Runner SR5",2019,91843,"Gasoline","270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",30500,0,3.6624
"1641",1641,"Dodge","Charger R/T 392",2017,73350,"Gasoline","485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Red","None reported","Yes",37000,0,3.6624
"1642",1642,"Mercedes-Benz","GLC 300 GLC 300",2022,11875,"Gasoline","2.0 Liter Turbo","Automatic","Black","Black","None reported","No",41598,0,2
"1643",1643,"Tesla","Model S P100D",2018,47000,"Electric","518.0HP Electric Motor Electric Fuel System","A/T","Black","Black","None reported","Yes",49900,0,518
"1644",1644,"INFINITI","Q50 3.0t Signature Edition",2017,67000,"Gasoline","300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",23000,0,3.6624
"1645",1645,"BMW","340 i",2016,117660,"Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",19500,0,3.6624
"1646",1646,"Pontiac","Firebird Trans Am",2001,71448,"Gasoline","200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Gray","Black","None reported","Yes",10500,0,3.6624
"1647",1647,"Nissan","NV Passenger NV3500 HD SV V8",2015,86000,"Gasoline","317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","None reported","Yes",29500,0,3.6624
"1648",1648,"Lexus","ES 350 Base",2020,15324,"Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Black","Black","At least 1 accident or damage reported","No",33364,0,3.5624
"1649",1649,"BMW","135 is",2013,29400,"Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Beige","None reported","Yes",29000,0,3.6624
"1650",1650,"Lexus","IS 300 Base",2017,68871,"Gasoline","255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Red","None reported","Yes",28450,0,3.6624
"1651",1651,"Porsche","Cayenne S",2012,126000,"Gasoline","400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Gray","None reported","Yes",17999,0,3.6624
"1652",1652,"Pontiac","Solstice GXP",2007,25718,"Gasoline","260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","M/T","Yellow","Black","None reported","Yes",17900,0,3.6624
"1653",1653,"Porsche","Panamera Turbo",2015,67210,"Gasoline","520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Blue","Beige","At least 1 accident or damage reported","Yes",51950,1,3.6624
"1654",1654,"BMW","X6 xDrive35i",2018,27214,"Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",40950,0,3.6624
"1655",1655,"Ford","F-150 Limited",2019,42728,"Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Brown","None reported","Yes",45950,0,3.6624
"1656",1656,"MINI","Cooper S Base",2010,97395,"Gasoline","172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Yellow","Black","None reported","Yes",6699,0,3.6624
"1657",1657,"Mazda","Mazda3 i SV",2015,91700,"Gasoline","155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Red","Black","None reported","Yes",12000,0,3.6624
"1658",1658,"Mitsubishi","Lancer Evolution MR",2011,94500,"Gasoline","291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",27000,0,3.6624
"1659",1659,"Chevrolet","Tahoe LTZ",2014,196300,"E85 Flex Fuel","320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Black","Black","None reported","Yes",10995,0,3.6624
"1660",1660,"Cadillac","CTS 3.6L Luxury",2015,54259,"Gasoline","3.6L V6 24V GDI DOHC","8-Speed Automatic","Majestic Plum Metallic","Light Platinum / Jet Black","None reported","Yes",19425,0,3.6624
"1661",1661,"Acura","RDX w/Advance Package",2021,36267,"Gasoline","2.0 Liter Turbo","Automatic","White","Parchment","None reported","No",39798,0,2
"1662",1662,"Land","Rover Range Rover Sport Supercharged HSE",2015,175000,"Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",19500,0,3.6624
"1663",1663,"Chevrolet","Suburban 1500 LTZ",2015,159000,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",26900,0,3.6624
"1664",1664,"Chevrolet","Camaro 2SS",2016,74000,"Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",32000,0,3.6624
"1665",1665,"Chevrolet","Silverado 1500 Hybrid 1HY",2011,82963,"Hybrid","332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid","4-Speed A/T","White","Black","None reported","Yes",20995,0,3.6624
"1666",1666,"Cadillac","XT5 Luxury",2019,54323,"Gasoline","3.6 Liter DOHC","Automatic","Red","Beige","None reported","No",27998,0,3.6
"1667",1667,"Nissan","Armada SL",2019,59980,"Gasoline","390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Silver","Black","None reported","Yes",29000,0,3.6624
"1668",1668,"Audi","Q5 S line Premium",2022,10120,"Hybrid","2.0 Liter TFSI","Automatic","Navarre Blue","Gray","None reported","No",39998,0,2
"1669",1669,"BMW","X6 M Base",2017,25000,"Gasoline","567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Red","At least 1 accident or damage reported","Yes",65000,1,3.6624
"1670",1670,"BMW","740 i",2012,126000,"Gasoline","326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",12700,0,3.6624
"1671",1671,"Toyota","Sequoia TRD Pro",2020,37428,"Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",61599,1,3.6624
"1672",1672,"Volkswagen","Jetta GLI",2014,99499,"Gasoline","210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",15000,0,3.6624
"1673",1673,"Honda","Crosstour EX-L",2012,90742,"Gasoline","192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Gray","None reported","Yes",12980,0,3.6624
"1674",1674,"Land","Rover Range Rover Sport Supercharged",2014,125000,"E85 Flex Fuel","510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability","8-Speed A/T","White","Brown","At least 1 accident or damage reported","Yes",22500,0,3.6624
"1675",1675,"Hyundai","Santa Fe Sport 2.0L Turbo Ultimate",2018,71669,"Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","None reported","Yes",20000,0,3.6624
"1676",1676,"Cadillac","XT5 Luxury",2019,44692,"Gasoline","3.6L V6 24V GDI DOHC","8-Speed Automatic","Bronze Dune Metallic","Shara Beige","None reported","No",32368,0,3.6624
"1677",1677,"Jaguar","F-TYPE R",2018,16002,"Gasoline","550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Red","None reported","Yes",74900,1,3.6624
"1678",1678,"Toyota","FJ Cruiser Base",2014,86000,"Gasoline","260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Blue","Black","None reported","Yes",41500,0,3.6624
"1679",1679,"Toyota","Tundra SR5",2019,56000,"Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Black","None reported","Yes",42000,0,3.6624
"1680",1680,"RAM","1500 Sport",2017,41789,"Gasoline","395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Green","Black","At least 1 accident or damage reported","Yes",42500,0,3.6624
"1681",1681,"Ford","Focus SE",2014,60109,"E85 Flex Fuel","160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Gray","Black","None reported","Yes",9499,0,3.6624
"1682",1682,"Mercedes-Benz","GLE 350 Base 4MATIC",2020,48000,"Gasoline","255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",49995,0,3.6624
"1683",1683,"Acura","TL Type S",2008,122000,"Gasoline","286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Beige","None reported","Yes",11500,0,3.6624
"1684",1684,"Land","Rover Range Rover HSE",2012,102800,"Gasoline","385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","Gold","Brown","None reported","Yes",16000,0,3.6624
"1685",1685,"Mazda","CX-9 Signature",2019,69771,"Gasoline","227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Red","None reported","Yes",27500,0,3.6624
"1686",1686,"Acura","TLX Tech",2023,2118,"Gasoline","2.0 Liter DOHC Turbo","Automatic","Red","Black","None reported","No",41998,0,2
"1687",1687,"Ford","F-150 Raptor",2021,28260,"Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Blue","Blue","None reported","Yes",72950,1,3.6624
"1688",1688,"Honda","Civic Si Base",2020,6025,"Gasoline","205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Gray","None reported","Yes",27500,0,3.6624
"1689",1689,"Hyundai","Elantra SE",2018,32697,"Gasoline","147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","Gray","At least 1 accident or damage reported","Yes",15900,0,3.6624
"1690",1690,"Ford","Excursion Limited",2001,239000,"Gasoline","310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel","A/T","White","–","None reported","Yes",8000,0,3.6624
"1691",1691,"Jaguar","F-TYPE S British Design Edition",2017,34150,"Gasoline","380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",45999,0,3.6624
"1692",1692,"Honda","Ridgeline RTL-E",2022,9642,"Gasoline","3.5L V6 24V GDI SOHC","9-Speed Automatic","Radiant Red Metallic II","Black","None reported","No",38999,0,3.5624
"1693",1693,"Pontiac","G6 GTP",2006,100545,"Gasoline","201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Gray","Black","None reported","Yes",5995,0,3.6624
"1694",1694,"Mercedes-Benz","C-Class C300 4MATIC",2021,11111,"Gasoline","2.0 Liter Turbo","Automatic","Gray","Black","None reported","No",38998,0,2
"1695",1695,"Toyota","FJ Cruiser Base",2007,162000,"Gasoline","239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Black","Black","None reported","Yes",23977,0,3.6624
"1696",1696,"Buick","Enclave Premium",2020,87555,"Gasoline","3.6L V6 24V GDI DOHC","9-Speed Automatic","Dark Moon Blue Metallic","Dark Galvanized","At least 1 accident or damage reported","Yes",31650,0,3.6624
"1697",1697,"Chevrolet","Tahoe LTZ",2015,102200,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",25000,0,3.6624
"1698",1698,"Bentley","Continental GTC V8",2013,18950,"Gasoline","500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",77999,1,3.6624
"1699",1699,"Mercedes-Benz","SLK-Class SLK 350",2015,16000,"Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Red","At least 1 accident or damage reported","Yes",30500,0,3.6624
"1700",1700,"Cadillac","Escalade Premium Luxury",2022,19250,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",86999,1,3.6624
"1701",1701,"BMW","535 i xDrive",2015,65000,"Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",24995,0,3.6624
"1702",1702,"MINI","Cooper S Base",2007,110022,"Gasoline","172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",6250,0,3.6624
"1703",1703,"Bentley","Continental GT Base",2012,79089,"E85 Flex Fuel","567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability","A/T","White","Beige","None reported","Yes",46999,0,3.6624
"1704",1704,"Lexus","GX 460 Premium",2023,2533,"Gasoline","301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",64900,1,3.6624
"1705",1705,"Audi","Q7 3.0T Premium Plus",2014,96273,"Gasoline","280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",15495,0,3.6624
"1706",1706,"Cadillac","CT6 Luxury",2020,22187,"Gasoline","3.6L V6 24V GDI DOHC","10-Speed Automatic","Manhattan Noir Metallic","Shara Beige","At least 1 accident or damage reported","Yes",45480,0,3.6624
"1707",1707,"GMC","Sierra 1500 SL Crew Cab",2009,137000,"Gasoline","295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","A/T","Red","–","None reported","Yes",20000,0,3.6624
"1708",1708,"Nissan","GT-R Premium",2009,60747,"Gasoline","480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","–","At least 1 accident or damage reported","Yes",71999,1,3.6624
"1709",1709,"Dodge","Ram 1500 ST",2007,36500,"Gasoline","210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Gray","None reported","Yes",16000,0,3.6624
"1710",1710,"Ford","Bronco Outer Banks",2021,19590,"Gasoline","315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Blue","Gray","None reported","Yes",54999,1,3.6624
"1711",1711,"Nissan","GT-R Black Edition",2015,16850,"Gasoline","545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",95000,1,3.6624
"1712",1712,"Chevrolet","Cruze LT",2012,194000,"Gasoline","138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","White","At least 1 accident or damage reported","Yes",4900,0,3.6624
"1713",1713,"Lexus","GX 460 Base",2020,48210,"Gasoline","4.6L V8 32V MPFI DOHC","6-Speed Automatic","Nebula Gray Pearl","Rioja Red","At least 1 accident or damage reported","Yes",47449,0,4.6832
"1714",1714,"BMW","750 i",2018,81500,"Gasoline","445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","White","None reported","Yes",41250,0,3.6624
"1715",1715,"BMW","535 i xDrive",2015,58664,"Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Gray","At least 1 accident or damage reported","Yes",20950,0,3.6624
"1716",1716,"Mitsubishi","Montero Limited",2004,145000,"Gasoline","215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",8950,0,3.6624
"1717",1717,"Lexus","LS 500 F Sport",2018,15055,"Gasoline","416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",59000,1,3.6624
"1718",1718,"Tesla","Model S 85D",2015,67647,"Electric","422.0HP Electric Motor Electric Fuel System","1-Speed A/T","Blue","Beige","None reported","Yes",28000,0,422
"1719",1719,"Lexus","LC 500 Base",2021,915,"Gasoline","471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Blue","White","None reported","Yes",159000,1,3.6624
"1720",1720,"Mazda","MX-5 Miata Shinsen",2003,46873,"Gasoline","142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Gray","Blue","None reported","Yes",11500,0,3.6624
"1721",1721,"Cadillac","Escalade ESV Premium Luxury",2021,53169,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",81500,1,3.6624
"1722",1722,"Lexus","GX 460 Premium",2022,35700,"Gasoline","301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","At least 1 accident or damage reported","Yes",51900,1,3.6624
"1723",1723,"Nissan","Pathfinder Platinum",2014,112600,"Gasoline","260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","CVT Transmission","Black","Black","At least 1 accident or damage reported","Yes",13000,0,3.6624
